frame_file,rally_cum,stratum,t_video,x_frac,y_frac,visible,is_contact
f0340_r164_random_t3917.385_2.jpg,164,random,3917.385,0.42614,0.16330,1,0
f0341_r164_fast_t3918.117_2.jpg,164,fast,3918.117,,,0,0
f0342_r164_random_t3928.310_2.jpg,164,random,3928.310,0.65152,0.27273,1,0
f0343_r164_fast_t3933.352_2.jpg,164,fast,3933.352,,,0,0
f0344_r165_fast_t3935.622_2.jpg,165,fast,3935.622,,,0,0
f0345_r166_fast_t3957.783_2.jpg,166,fast,3957.783,,,0,0
f0346_r166_random_t3958.560_2.jpg,166,random,3958.560,,,0,0
f0347_r166_fast_t3959.718_2.jpg,166,fast,3959.718,,,0,0
f0348_r166_fast_t3960.576_2.jpg,166,fast,3960.576,,,0,0
f0349_r166_fast_t3961.123_2.jpg,166,fast,3961.123,,,0,0
f0350_r166_fast_t3962.234_2.jpg,166,fast,3962.234,0.69034,0.74579,1,0
f0351_r166_fast_t3965.669_2.jpg,166,fast,3965.669,0.38920,0.21717,1,0
f0352_r166_random_t3966.809_2.jpg,166,random,3966.809,,,0,0
f0353_r167_random_t3969.822_2.jpg,167,random,3969.822,,,0,0
f0354_r167_fast_t3972.529_2.jpg,167,fast,3972.529,,,0,0
f0355_r167_fast_t3973.350_2.jpg,167,fast,3973.350,,,0,0
f0356_r167_random_t3975.863_2.jpg,167,random,3975.863,0.40152,0.46465,1,0
f0357_r167_fast_t3981.736_2.jpg,167,fast,3981.736,,,0,0
f0358_r170_fast_t4072.803_2.jpg,170,fast,4072.803,,,0,0
f0359_r170_random_t4073.822_2.jpg,170,random,4073.822,,,0,0
f0360_r170_random_t4074.857_2.jpg,170,random,4074.857,,,0,0
f0361_r170_fast_t4078.435_2.jpg,170,fast,4078.435,0.32197,0.50000,1,0
f0362_r171_fast_t4096.402_2.jpg,171,fast,4096.402,0.58144,0.25589,1,0
f0363_r171_fast_t4098.219_2.jpg,171,fast,4098.219,0.40720,0.30640,1,0
f0364_r171_fast_t4102.599_2.jpg,171,fast,4102.599,0.48106,0.42088,1,0
f0365_r171_random_t4103.321_2.jpg,171,random,4103.321,0.48011,0.42088,1,0
f0366_r171_fast_t4107.455_2.jpg,171,fast,4107.455,0.74053,0.27946,1,0
f0367_r171_fast_t4108.349_2.jpg,171,fast,4108.349,0.59848,0.20539,1,0
f0368_r174_random_t4171.452_2.jpg,174,random,4171.452,0.38447,0.30471,1,0
f0369_r174_random_t4172.685_2.jpg,174,random,4172.685,0.44413,0.19529,1,0
f0370_r174_fast_t4174.347_2.jpg,174,fast,4174.347,0.41193,0.03704,1,0
f0371_r174_fast_t4176.941_2.jpg,174,fast,4176.941,0.43939,0.27273,1,0
f0372_r183_fast_t4480.692_2.jpg,183,fast,4480.692,,,0,0
f0373_r183_fast_t4491.300_2.jpg,183,fast,4491.300,0.62311,0.73064,1,0
f0374_r183_fast_t4496.471_2.jpg,183,fast,4496.471,0.66193,0.52357,1,0
f0375_r183_fast_t4500.939_2.jpg,183,fast,4500.939,0.68750,0.34512,1,0
f0376_r183_fast_t4502.459_2.jpg,183,fast,4502.459,0.37121,0.44276,1,0
f0377_r184_fast_t4506.858_2.jpg,184,fast,4506.858,,,0,0
f0378_r184_random_t4509.918_2.jpg,184,random,4509.918,,,0,0
f0379_r184_fast_t4511.580_2.jpg,184,fast,4511.580,,,0,0
f0380_r184_random_t4512.354_2.jpg,184,random,4512.354,0.53693,0.42256,1,0
f0381_r184_fast_t4513.604_2.jpg,184,fast,4513.604,,,0,0
f0382_r184_fast_t4515.855_2.jpg,184,fast,4515.855,,,0,0
f0383_r184_random_t4516.383_2.jpg,184,random,4516.383,,,0,0
f0384_r185_random_t4521.902_2.jpg,185,random,4521.902,,,0,0
f0385_r185_fast_t4522.772_2.jpg,185,fast,4522.772,,,0,0
f0386_r185_random_t4531.473_2.jpg,185,random,4531.473,0.46591,0.27946,1,0
f0387_r185_fast_t4536.408_2.jpg,185,fast,4536.408,0.60417,0.20539,1,0
f0388_r185_random_t4542.949_2.jpg,185,random,4542.949,0.39867,0.31313,1,0
f0389_r185_fast_t4549.442_2.jpg,185,fast,4549.442,0.48390,0.38215,1,0
f0390_r187_random_t4581.248_2.jpg,187,random,4581.248,,,0,0
f0391_r187_fast_t4583.762_2.jpg,187,fast,4583.762,,,0,0
f0392_r187_fast_t4590.753_2.jpg,187,fast,4590.753,,,0,0
f0393_r187_fast_t4593.152_2.jpg,187,fast,4593.152,0.56534,0.35522,1,0
f0394_r187_random_t4599.710_2.jpg,187,random,4599.710,0.67330,0.34175,1,0
f0395_r187_fast_t4600.364_2.jpg,187,fast,4600.364,0.65625,0.32323,1,0
f0396_r188_random_t4611.217_2.jpg,188,random,4611.217,,,0,0
f0397_r188_random_t4623.279_2.jpg,188,random,4623.279,0.63258,0.49327,1,0
f0398_r188_random_t4633.142_2.jpg,188,random,4633.142,,,0,0
f0399_r189_fast_t4644.612_2.jpg,189,fast,4644.612,,,0,0
f0400_r189_random_t4650.157_2.jpg,189,random,4650.157,,,0,0
f0401_r189_fast_t4658.959_2.jpg,189,fast,4658.959,0.58523,0.22727,1,0
f0402_r189_random_t4660.860_2.jpg,189,random,4660.860,0.60985,0.22054,1,0
f0403_r189_fast_t4668.012_2.jpg,189,fast,4668.012,,,0,0
f0404_r190_fast_t4676.651_2.jpg,190,fast,4676.651,,,0,0
f0405_r190_fast_t4679.186_2.jpg,190,fast,4679.186,,,0,0
f0406_r190_random_t4680.788_2.jpg,190,random,4680.788,0.57860,0.24579,1,0
f0407_r191_random_t4705.289_2.jpg,191,random,4705.289,0.41572,0.35522,1,0
f0408_r191_random_t4709.671_2.jpg,191,random,4709.671,0.32860,0.32660,1,0
f0409_r191_fast_t4716.600_2.jpg,191,fast,4716.600,,,0,0
f0410_r191_fast_t4717.656_2.jpg,191,fast,4717.656,0.31534,0.31650,1,0
f0411_r191_random_t4721.991_2.jpg,191,random,4721.991,,,0,0
f0412_r192_fast_t4732.942_2.jpg,192,fast,4732.942,,,0,0
f0413_r192_fast_t4741.396_2.jpg,192,fast,4741.396,0.64015,0.17677,1,0
f0414_r192_fast_t4744.454_2.jpg,192,fast,4744.454,0.54830,0.38384,1,0
f0415_r192_random_t4746.529_2.jpg,192,random,4746.529,0.74905,0.42593,1,0
