"game","division","rally_in_game","rally_cum","shot_index","hitter_name","hitter_uuid","shot_type","contact","t_tap_s","t_refined_s","tap_rate","source","rally_note","pin_ref_s","video_name","video_dur_s"
"1","womens","16","16","7","Ting Chieh Wei","29e8121d-6f86-4192-b7af-ab05b77b89fe","smash","1","414.032","","0.5","prefill","","","",""
"1","womens","17","17","1","Emma Nelson","ab6386c6-c7e3-422f-9134-e20e92725ee5","serve","1","428.307","","1","manual","","","full_match.mp4.webm","4820.0"
"1","womens","17","17","2","Etta Tuionetoa","676b1cbc-766c-4616-bf39-1787ffd8c72a","return","1","429.442","","0.25","manual","","","",""
"1","womens","17","17","3","Ting Chieh Wei","29e8121d-6f86-4192-b7af-ab05b77b89fe","slow","1","430.724","","0.25","manual","","","",""
"1","womens","17","17","4","Etta Tuionetoa","676b1cbc-766c-4616-bf39-1787ffd8c72a","fast","1","431.514","","0.25","manual","","","",""
"1","womens","17","17","5","Ting Chieh Wei","29e8121d-6f86-4192-b7af-ab05b77b89fe","slow","1","432.115","","0.25","manual","","","",""
"1","womens","17","17","6","Allyce Jones","efe9989b-5864-48c2-806c-06697024e1da","slow","1","432.818","","0.25","manual","","","",""
"1","womens","17","17","7","Emma Nelson","ab6386c6-c7e3-422f-9134-e20e92725ee5","slow","1","433.781","","0.25","manual","","","",""
"1","womens","17","17","8","Etta Tuionetoa","676b1cbc-766c-4616-bf39-1787ffd8c72a","slow","1","434.982","","0.25","manual","","","",""
"1","womens","17","17","9","Allyce Jones","efe9989b-5864-48c2-806c-06697024e1da","whiff","0","434.982","","0.25","manual","","","",""
"1","womens","17","17","10","Ting Chieh Wei","29e8121d-6f86-4192-b7af-ab05b77b89fe","slow","1","435.949","","0.25","manual","","","",""
"1","womens","17","17","11","Etta Tuionetoa","676b1cbc-766c-4616-bf39-1787ffd8c72a","fast","1","437.115","","0.25","manual","","","",""
"1","womens","17","17","12","Emma Nelson","ab6386c6-c7e3-422f-9134-e20e92725ee5","fast","1","437.944","","0.25","manual","","","",""
"1","womens","17","17","13","Allyce Jones","efe9989b-5864-48c2-806c-06697024e1da","fast","1","438.808","","0.25","manual","","","",""
"1","womens","17","17","14","Emma Nelson","ab6386c6-c7e3-422f-9134-e20e92725ee5","fast","1","439.246","","0.25","manual","","","",""
"1","womens","17","17","15","Etta Tuionetoa","676b1cbc-766c-4616-bf39-1787ffd8c72a","fast","1","439.754","","0.25","manual","","","",""
"1","womens","17","17","16","Allyce Jones","efe9989b-5864-48c2-806c-06697024e1da","whiff","0","439.759","","0.25","manual","","","",""
"1","womens","17","17","17","Ting Chieh Wei","29e8121d-6f86-4192-b7af-ab05b77b89fe","fast","1","440.251","","0.25","manual","","","",""
"1","womens","18","18","1","Ting Chieh Wei","29e8121d-6f86-4192-b7af-ab05b77b89fe","serve","1","456.686","","0.25","manual","","","full_match.mp4.webm","4820.0"
"1","womens","18","18","2","Allyce Jones","efe9989b-5864-48c2-806c-06697024e1da","return","1","458.519","","0.25","manual","","","",""
"1","womens","18","18","3","Emma Nelson","ab6386c6-c7e3-422f-9134-e20e92725ee5","fast","1","459.912","","0.25","manual","","","",""
"1","womens","19","19","1","Etta Tuionetoa","676b1cbc-766c-4616-bf39-1787ffd8c72a","serve","1","478.291","","0.25","manual","","","full_match.mp4.webm","4820.0"
"1","womens","19","19","2","Emma Nelson","ab6386c6-c7e3-422f-9134-e20e92725ee5","return","1","479.753","","0.25","manual","","","",""
"1","womens","20","20","1","Etta Tuionetoa","676b1cbc-766c-4616-bf39-1787ffd8c72a","serve","1","485.284","","0.25","manual","","","full_match.mp4.webm","4820.0"
"1","womens","20","20","2","Ting Chieh Wei","29e8121d-6f86-4192-b7af-ab05b77b89fe","return","1","486.679","486.733","0.25","manual","","","",""
"1","womens","20","20","3","Etta Tuionetoa","676b1cbc-766c-4616-bf39-1787ffd8c72a","fast","1","487.902","","0.25","manual","","","",""
"1","womens","20","20","4","Ting Chieh Wei","29e8121d-6f86-4192-b7af-ab05b77b89fe","fast","1","488.479","","0.25","manual","","","",""
"1","womens","20","20","5","Etta Tuionetoa","676b1cbc-766c-4616-bf39-1787ffd8c72a","slow","1","489.565","","0.25","manual","","","",""
"1","womens","20","20","6","Emma Nelson","ab6386c6-c7e3-422f-9134-e20e92725ee5","slow","1","490.818","","0.25","manual","","","",""
"1","womens","20","20","7","Allyce Jones","efe9989b-5864-48c2-806c-06697024e1da","slow","1","491.713","","0.25","manual","","","",""
"1","womens","20","20","8","Ting Chieh Wei","29e8121d-6f86-4192-b7af-ab05b77b89fe","slow","1","492.902","","0.25","manual","","","",""
"1","womens","20","20","9","Etta Tuionetoa","676b1cbc-766c-4616-bf39-1787ffd8c72a","slow","1","493.633","","0.25","manual","","","",""
"1","womens","20","20","10","Emma Nelson","ab6386c6-c7e3-422f-9134-e20e92725ee5","slow","1","494.604","","0.25","manual","","","",""
"1","womens","20","20","11","Etta Tuionetoa","676b1cbc-766c-4616-bf39-1787ffd8c72a","slow","1","495.714","","0.25","manual","","","",""
"1","womens","20","20","12","Emma Nelson","ab6386c6-c7e3-422f-9134-e20e92725ee5","slow","1","496.965","","0.25","manual","","","",""
"1","womens","20","20","13","Etta Tuionetoa","676b1cbc-766c-4616-bf39-1787ffd8c72a","slow","1","498.102","","0.25","manual","","","",""
"1","womens","20","20","14","Emma Nelson","ab6386c6-c7e3-422f-9134-e20e92725ee5","slow","1","498.720","","0.25","manual","","","",""
"1","womens","20","20","15","Allyce Jones","efe9989b-5864-48c2-806c-06697024e1da","slow","1","499.432","","0.25","manual","","","",""
"1","womens","20","20","16","Ting Chieh Wei","29e8121d-6f86-4192-b7af-ab05b77b89fe","slow","1","500.725","","0.25","manual","","","",""
"1","womens","20","20","17","Allyce Jones","efe9989b-5864-48c2-806c-06697024e1da","slow","1","501.612","","0.25","manual","","","",""
"1","womens","20","20","18","Ting Chieh Wei","29e8121d-6f86-4192-b7af-ab05b77b89fe","slow","1","502.968","","0.25","manual","","","",""
"1","womens","20","20","19","Etta Tuionetoa","676b1cbc-766c-4616-bf39-1787ffd8c72a","slow","1","503.873","504.506","0.25","manual","","","",""
"1","womens","20","20","20","Ting Chieh Wei","29e8121d-6f86-4192-b7af-ab05b77b89fe","slow","1","504.637","","0.25","manual","","","",""
"1","womens","21","21","1","Etta Tuionetoa","676b1cbc-766c-4616-bf39-1787ffd8c72a","serve","1","516.992","","0.25","manual","","","full_match.mp4.webm","4820.0"
"1","womens","21","21","2","Emma Nelson","ab6386c6-c7e3-422f-9134-e20e92725ee5","return","1","518.089","","0.25","manual","","","",""
"1","womens","21","21","3","Etta Tuionetoa","676b1cbc-766c-4616-bf39-1787ffd8c72a","slow","1","519.359","","0.25","manual","","","",""
"1","womens","21","21","4","Emma Nelson","ab6386c6-c7e3-422f-9134-e20e92725ee5","fast","1","520.296","","0.25","manual","","","",""
"1","womens","21","21","5","Allyce Jones","efe9989b-5864-48c2-806c-06697024e1da","lunge","1","521.024","","0.25","manual","","","",""
"1","womens","21","21","6","Ting Chieh Wei","29e8121d-6f86-4192-b7af-ab05b77b89fe","fast","1","521.620","","0.25","manual","","","",""
"1","womens","22","22","1","Etta Tuionetoa","676b1cbc-766c-4616-bf39-1787ffd8c72a","serve","1","529.137","","0.25","manual","","","full_match.mp4.webm","4820.0"
"1","womens","22","22","2","Ting Chieh Wei","29e8121d-6f86-4192-b7af-ab05b77b89fe","return","1","530.705","","0.25","manual","","","",""
"1","womens","22","22","3","Etta Tuionetoa","676b1cbc-766c-4616-bf39-1787ffd8c72a","fast","1","532.737","","0.25","manual","","","",""
"1","womens","22","22","4","Emma Nelson","ab6386c6-c7e3-422f-9134-e20e92725ee5","slow","1","533.244","","0.25","manual","","","",""
"1","womens","22","22","5","Etta Tuionetoa","676b1cbc-766c-4616-bf39-1787ffd8c72a","fast","1","534.233","","0.25","manual","","","",""
"1","womens","23","23","1","Allyce Jones","efe9989b-5864-48c2-806c-06697024e1da","serve","1","548.178","","0.25","manual","","","full_match.mp4.webm","4820.0"
"1","womens","23","23","2","Emma Nelson","ab6386c6-c7e3-422f-9134-e20e92725ee5","return","1","550.155","","0.25","manual","","","",""
"1","womens","23","23","3","Etta Tuionetoa","676b1cbc-766c-4616-bf39-1787ffd8c72a","fast","1","551.468","","0.25","manual","","","",""
"1","womens","23","23","4","Emma Nelson","ab6386c6-c7e3-422f-9134-e20e92725ee5","fast","1","552.002","","0.25","manual","","","",""
"1","womens","23","23","5","Allyce Jones","efe9989b-5864-48c2-806c-06697024e1da","fast","1","553.216","","0.25","manual","","","",""
"1","womens","23","23","6","Emma Nelson","ab6386c6-c7e3-422f-9134-e20e92725ee5","fast","1","553.999","","0.25","manual","","","",""
"1","womens","23","23","7","Allyce Jones","efe9989b-5864-48c2-806c-06697024e1da","slow","1","554.925","","0.25","manual","","","",""
"1","womens","23","23","8","Ting Chieh Wei","29e8121d-6f86-4192-b7af-ab05b77b89fe","slow","1","556.595","","0.25","manual","","","",""
"1","womens","23","23","9","Etta Tuionetoa","676b1cbc-766c-4616-bf39-1787ffd8c72a","slow","1","557.409","","0.25","manual","","","",""
"1","womens","23","23","10","Emma Nelson","ab6386c6-c7e3-422f-9134-e20e92725ee5","fast","1","558.272","","0.25","manual","","","",""
"1","womens","23","23","11","Etta Tuionetoa","676b1cbc-766c-4616-bf39-1787ffd8c72a","fast","1","558.793","","0.25","manual","","","",""
"1","womens","24","24","1","Emma Nelson","ab6386c6-c7e3-422f-9134-e20e92725ee5","serve","1","572.237","","0.25","manual","","","full_match.mp4.webm","4820.0"
"1","womens","24","24","2","Allyce Jones","efe9989b-5864-48c2-806c-06697024e1da","return","1","573.357","","0.25","manual","","","",""
"1","womens","24","24","3","Ting Chieh Wei","29e8121d-6f86-4192-b7af-ab05b77b89fe","slow","1","574.684","","0.25","manual","","","",""
"1","womens","24","24","4","Allyce Jones","efe9989b-5864-48c2-806c-06697024e1da","fast","1","575.654","","0.25","manual","","","",""
"1","womens","24","24","5","Ting Chieh Wei","29e8121d-6f86-4192-b7af-ab05b77b89fe","fast","1","576.667","","0.25","manual","","","",""
"1","womens","24","24","6","Etta Tuionetoa","676b1cbc-766c-4616-bf39-1787ffd8c72a","slow","1","577.491","","0.25","manual","","","",""
"1","womens","24","24","7","Emma Nelson","ab6386c6-c7e3-422f-9134-e20e92725ee5","fast","1","578.507","","0.25","manual","","","",""
"1","womens","24","24","8","Etta Tuionetoa","676b1cbc-766c-4616-bf39-1787ffd8c72a","fast","1","579.265","","0.25","manual","","","",""
"1","womens","24","24","9","Emma Nelson","ab6386c6-c7e3-422f-9134-e20e92725ee5","slow","1","579.670","","0.25","manual","","","",""
"1","womens","24","24","10","Allyce Jones","efe9989b-5864-48c2-806c-06697024e1da","slow","1","580.484","","0.25","manual","","","",""
"1","womens","24","24","11","Emma Nelson","ab6386c6-c7e3-422f-9134-e20e92725ee5","slow","1","581.331","","0.25","manual","","","",""
"1","womens","24","24","12","Allyce Jones","efe9989b-5864-48c2-806c-06697024e1da","lunge","1","582.116","","0.25","manual","","","",""
"1","womens","25","25","1","Ting Chieh Wei","29e8121d-6f86-4192-b7af-ab05b77b89fe","serve","1","604.695","","0.25","manual","","","full_match.mp4.webm","4820.0"
"1","womens","25","25","2","Etta Tuionetoa","676b1cbc-766c-4616-bf39-1787ffd8c72a","return","1","605.705","","0.25","manual","","","",""
"1","womens","25","25","3","Ting Chieh Wei","29e8121d-6f86-4192-b7af-ab05b77b89fe","fast","1","607.320","","0.25","manual","","","",""
"1","womens","25","25","4","Allyce Jones","efe9989b-5864-48c2-806c-06697024e1da","fast","1","607.857","","0.25","manual","","","",""
"1","womens","25","25","5","Etta Tuionetoa","676b1cbc-766c-4616-bf39-1787ffd8c72a","whiff","0","607.857","","0.25","manual","","","",""
"1","womens","25","25","6","Ting Chieh Wei","29e8121d-6f86-4192-b7af-ab05b77b89fe","slow","1","608.968","","0.25","manual","","","",""
"1","womens","25","25","7","Etta Tuionetoa","676b1cbc-766c-4616-bf39-1787ffd8c72a","fast","1","610.247","","0.25","manual","","","",""
"1","womens","25","25","8","Emma Nelson","ab6386c6-c7e3-422f-9134-e20e92725ee5","fast","1","610.669","","0.25","manual","","","",""
"1","womens","25","25","9","Etta Tuionetoa","676b1cbc-766c-4616-bf39-1787ffd8c72a","slow","1","612.129","","0.25","manual","","","",""
"1","womens","25","25","10","Ting Chieh Wei","29e8121d-6f86-4192-b7af-ab05b77b89fe","slow","1","612.845","","0.25","manual","","","",""
"1","womens","25","25","11","Allyce Jones","efe9989b-5864-48c2-806c-06697024e1da","slow","1","613.753","","0.25","manual","","","",""
"1","womens","25","25","12","Ting Chieh Wei","29e8121d-6f86-4192-b7af-ab05b77b89fe","slow","1","614.960","","0.25","manual","","","",""
"1","womens","25","25","13","Allyce Jones","efe9989b-5864-48c2-806c-06697024e1da","slow","1","615.840","","0.25","manual","","","",""
"1","womens","25","25","14","Emma Nelson","ab6386c6-c7e3-422f-9134-e20e92725ee5","fast","1","617.080","","0.25","manual","","","",""
"1","womens","25","25","15","Allyce Jones","efe9989b-5864-48c2-806c-06697024e1da","slow","1","617.660","","0.25","manual","","","",""
"1","womens","25","25","16","Emma Nelson","ab6386c6-c7e3-422f-9134-e20e92725ee5","slow","1","619.007","","0.25","manual","","","",""
"1","womens","25","25","17","Etta Tuionetoa","676b1cbc-766c-4616-bf39-1787ffd8c72a","slow","1","619.626","","0.25","manual","","","",""
"1","womens","25","25","18","Ting Chieh Wei","29e8121d-6f86-4192-b7af-ab05b77b89fe","slow","1","620.867","","0.25","manual","","","",""
"1","womens","25","25","19","Allyce Jones","efe9989b-5864-48c2-806c-06697024e1da","slow","1","621.714","","0.25","manual","","","",""
"1","womens","25","25","20","Emma Nelson","ab6386c6-c7e3-422f-9134-e20e92725ee5","slow","1","622.948","","0.25","manual","","","",""
"1","womens","25","25","21","Allyce Jones","efe9989b-5864-48c2-806c-06697024e1da","fast","1","623.914","","0.25","manual","","","",""
"1","womens","25","25","22","Emma Nelson","ab6386c6-c7e3-422f-9134-e20e92725ee5","slow","1","624.384","","0.25","manual","","","",""
"1","womens","25","25","23","Allyce Jones","efe9989b-5864-48c2-806c-06697024e1da","slow","1","625.724","","0.25","manual","","","",""
"1","womens","25","25","24","Ting Chieh Wei","29e8121d-6f86-4192-b7af-ab05b77b89fe","slow","1","626.761","","0.25","manual","","","",""
"1","womens","25","25","25","Etta Tuionetoa","676b1cbc-766c-4616-bf39-1787ffd8c72a","slow","1","628.013","","0.25","manual","","","",""
"1","womens","25","25","26","Emma Nelson","ab6386c6-c7e3-422f-9134-e20e92725ee5","slow","1","628.793","","0.25","manual","","","",""
"1","womens","25","25","27","Allyce Jones","efe9989b-5864-48c2-806c-06697024e1da","slow","1","630.040","","0.25","manual","","","",""
"1","womens","25","25","28","Emma Nelson","ab6386c6-c7e3-422f-9134-e20e92725ee5","slow","1","631.175","","0.25","manual","","","",""
"1","womens","25","25","29","Allyce Jones","efe9989b-5864-48c2-806c-06697024e1da","slow","1","632.072","","0.25","manual","","","",""
"1","womens","25","25","30","Ting Chieh Wei","29e8121d-6f86-4192-b7af-ab05b77b89fe","slow","1","633.486","","0.25","manual","","","",""
"1","womens","25","25","31","Emma Nelson","ab6386c6-c7e3-422f-9134-e20e92725ee5","whiff","0","633.486","","0.25","manual","","","",""
"1","womens","25","25","32","Etta Tuionetoa","676b1cbc-766c-4616-bf39-1787ffd8c72a","slow","1","634.405","","0.25","manual","","","",""
"1","womens","25","25","33","Emma Nelson","ab6386c6-c7e3-422f-9134-e20e92725ee5","slow","1","635.617","","0.25","manual","","","",""
"1","womens","25","25","34","Etta Tuionetoa","676b1cbc-766c-4616-bf39-1787ffd8c72a","lunge","1","636.852","","0.25","manual","","","",""
"1","womens","26","26","1","Ting Chieh Wei","29e8121d-6f86-4192-b7af-ab05b77b89fe","serve","1","658.276","","0.25","manual","","","full_match.mp4.webm","4820.0"
"1","womens","26","26","2","Allyce Jones","efe9989b-5864-48c2-806c-06697024e1da","return","1","659.241","","0.25","manual","","","",""
"1","womens","26","26","3","Emma Nelson","ab6386c6-c7e3-422f-9134-e20e92725ee5","slow","1","660.621","","0.25","manual","","","",""
"1","womens","26","26","4","Allyce Jones","efe9989b-5864-48c2-806c-06697024e1da","slow","1","661.758","","0.25","manual","","","",""
"1","womens","26","26","5","Allyce Jones","efe9989b-5864-48c2-806c-06697024e1da","slow","1","662.911","","0.25","manual","","","",""
"1","womens","26","26","6","Emma Nelson","ab6386c6-c7e3-422f-9134-e20e92725ee5","slow","1","664.004","","0.25","manual","","","",""
"1","womens","26","26","7","Emma Nelson","ab6386c6-c7e3-422f-9134-e20e92725ee5","slow","1","665.136","","0.25","manual","","","",""
"1","womens","26","26","8","Allyce Jones","efe9989b-5864-48c2-806c-06697024e1da","fast","1","666.078","","0.25","manual","","","",""
"1","womens","26","26","9","Ting Chieh Wei","29e8121d-6f86-4192-b7af-ab05b77b89fe","fast","1","666.528","","0.25","manual","","","",""
"1","womens","26","26","10","Allyce Jones","efe9989b-5864-48c2-806c-06697024e1da","fast","1","667.033","","0.25","manual","","","",""
"1","womens","26","26","11","Etta Tuionetoa","676b1cbc-766c-4616-bf39-1787ffd8c72a","whiff","0","667.033","","0.25","manual","","","",""
"1","womens","26","26","12","Ting Chieh Wei","29e8121d-6f86-4192-b7af-ab05b77b89fe","fast","1","667.466","","0.25","manual","","","",""
"1","womens","27","27","1","Allyce Jones","efe9989b-5864-48c2-806c-06697024e1da","serve","1","680.594","","0.25","manual","","","full_match.mp4.webm","4820.0"
"1","womens","27","27","2","Ting Chieh Wei","29e8121d-6f86-4192-b7af-ab05b77b89fe","return","1","681.765","","0.25","manual","","","",""
"1","womens","27","27","3","Etta Tuionetoa","676b1cbc-766c-4616-bf39-1787ffd8c72a","fast","1","683.174","","0.25","manual","","","",""
"1","womens","27","27","4","Emma Nelson","ab6386c6-c7e3-422f-9134-e20e92725ee5","fast","1","684.290","","0.25","manual","","","",""
"1","womens","27","27","5","Allyce Jones","efe9989b-5864-48c2-806c-06697024e1da","slow","1","685.086","","0.25","manual","","","",""
"1","womens","27","27","6","Ting Chieh Wei","29e8121d-6f86-4192-b7af-ab05b77b89fe","fast","1","686.428","","0.25","manual","","","",""
"1","womens","27","27","7","Allyce Jones","efe9989b-5864-48c2-806c-06697024e1da","fast","1","686.910","","0.25","manual","","","",""
"1","womens","27","27","8","Ting Chieh Wei","29e8121d-6f86-4192-b7af-ab05b77b89fe","fast","1","687.358","","0.25","manual","","","",""
"1","womens","27","27","9","Etta Tuionetoa","676b1cbc-766c-4616-bf39-1787ffd8c72a","fast","1","687.752","","0.25","manual","","","",""
"1","womens","27","27","10","Ting Chieh Wei","29e8121d-6f86-4192-b7af-ab05b77b89fe","fast","1","688.407","","0.25","manual","","","",""
"1","womens","27","27","11","Etta Tuionetoa","676b1cbc-766c-4616-bf39-1787ffd8c72a","fast","1","688.816","","0.25","manual","","","",""
